Chr	CLASS	POS	EE_A1	EE_A2
chr1	0	155304600	0	0
chr1	0	224586927	0	0
chr1	0	174950135	0	1
chr1	0	158671183	0	0
chr1	1	16126676	0	0
chr1	1	161673195	0	0
chr1	1	72284165	0	0
chr1	1	164589275	1	0
chr1	1	112139370	0	0
chr1	1	205266653	0	0
chr1	0	134496453	0	1
chr1	0	223861494	1	1
chr1	1	214145405	1	0
chr1	1	60876557	0	0
chr1	0	116023620	0	0
chr1	1	112504257	0	0
chr1	1	247556467	0	0
chr1	0	227482761	0	0
chr1	0	137867025	0	0
chr1	0	103472997	0	0
chr1	1	161727529	0	0
chr1	1	219463199	0	0
chr1	0	234517196	1	0
chr1	1	147581000	0	1
chr1	0	32544545	0	1
chr1	0	127975361	0	0
chr1	1	150611627	0	0
chr1	0	8412734	0	1
chr1	0	243630635	0	0
chr1	0	240991044	0	0
chr1	0	212771037	0	0
chr1	0	130102345	0	1
chr1	1	50952706	1	1
chr1	1	234496623	0	1
chr1	0	126291256	0	1
chr1	0	221701794	0	0
chr1	1	237031622	0	0
chr1	0	126362291	1	0
chr1	1	28946264	0	0
chr1	0	173777980	0	1
chr1	0	233387961	0	0
chr1	0	186875487	0	0
chr1	1	219556664	0	1
chr1	1	118961220	0	0
chr1	0	49679969	0	1
chr1	0	219314781	0	0
chr1	0	158625540	0	0
chr1	0	175192029	1	1
chr1	0	185832223	0	1
chr1	1	101190885	0	0
chr1	1	244315305	0	0
chr1	0	20952030	0	0
chr1	1	172689783	0	0
chr1	0	154041719	0	0
chr1	1	245508389	0	0
chr1	1	102737551	0	1
chr1	1	196682995	0	1
chr1	1	61421219	0	1
chr1	0	446288	1	0
chr1	1	39562508	0	0
chr1	1	80332950	0	0
chr1	1	109390828	0	1
chr1	0	109899781	0	0
chr1	1	86022549	1	0
chr1	0	192614358	0	0
chr1	0	80945680	0	1
chr1	0	109099060	0	0
chr1	1	18649995	0	0
chr1	1	55039974	0	1
chr1	1	66015957	0	0
chr1	0	97795628	0	0
chr1	0	47956820	0	0
chr1	0	110743630	1	1
chr1	0	150444301	0	0
chr1	1	96469305	0	0
chr1	1	25376665	0	0
chr1	0	160823148	0	1
chr1	1	247875992	0	0
chr1	1	243257086	0	0
chr1	1	212688020	0	1
chr1	0	101228093	0	0
chr1	0	118723899	0	0
chr1	0	183409529	0	0
chr1	1	82597250	0	0
chr1	0	36462346	1	0
chr1	0	228860745	0	0
chr1	1	218461445	1	0
chr1	1	111920328	0	1
chr1	0	61141460	0	0
chr1	0	147110185	0	0
chr1	1	54202605	0	0
chr1	1	22178616	0	0
chr1	0	94620131	0	0
chr1	0	175733560	0	0
chr1	1	157869964	1	0
chr1	1	220962619	0	0
chr1	1	150495277	1	0
chr1	0	14039574	0	0
chr1	1	247459572	0	0
chr1	1	152206676	0	0
chr1	0	49772520	0	0
chr1	1	16975285	0	1
chr1	1	62583880	0	0
chr1	0	85140558	0	1
chr1	1	184680369	0	0
chr1	0	171728495	0	0
chr1	1	203199346	0	0
chr1	0	56306915	0	0
chr1	1	94074274	0	0
chr1	0	221477827	0	0
chr1	0	16027635	0	0
chr1	1	237402409	0	1
chr1	0	61443312	0	0
chr1	0	40037847	0	0
chr1	0	182594802	0	0
chr1	1	109358840	0	0
chr1	1	241387108	0	0
chr1	0	167974820	1	0
chr1	0	223083459	0	0
chr1	1	231422308	0	1
chr1	1	156386688	0	1
chr1	1	77508799	0	0
chr1	0	34534375	0	1
chr1	1	183017630	0	0
chr1	1	218506048	0	0
chr1	0	195074372	0	0
chr1	1	172746562	1	0
chr1	0	26217216	0	0
chr1	0	194296917	0	0
chr1	0	57815326	0	1
chr1	0	9384993	0	0
chr1	1	152907290	0	0
chr1	0	155195158	0	0
chr1	0	149296501	0	0
chr1	0	176759764	1	0
chr1	0	44656692	0	0
chr1	0	188152808	0	0
chr1	1	22384384	0	0
chr1	0	218475288	0	0
chr1	1	234961994	0	1
chr1	1	153852376	0	0
chr1	0	154690435	0	0
chr1	0	59216262	0	0
chr1	1	247556467	0	1
chr1	0	61188367	0	0
chr1	1	154445939	0	0
chr1	0	248501329	0	0
chr1	1	117960110	0	1
chr1	1	221304402	0	1
chr1	1	205232197	0	0
chr1	0	162967431	0	0
chr1	0	119095215	0	0
chr1	1	55039974	0	0
chr1	1	109690361	0	1
chr1	0	104383134	0	0
chr1	0	165993262	0	0
chr1	0	140373161	0	0
chr1	0	170368504	0	0
chr1	1	162143176	1	0
chr1	0	84860769	0	0
chr1	1	190270777	1	0
chr1	1	112696856	0	1
chr1	0	183277453	0	0
chr1	0	141815777	0	0
chr1	1	54702100	0	1
chr1	0	60739741	0	1
chr1	1	212249225	0	0
chr1	0	84968917	0	0
chr1	0	65726732	0	0
chr1	1	88079171	0	0
chr1	1	29090128	1	1
chr1	1	119088551	1	0
chr1	0	163028375	1	0
chr1	0	18699204	1	1
chr1	0	193203898	0	0
chr1	0	92968080	0	0
chr1	1	11797979	1	1
chr1	1	178149616	0	0
chr1	1	41075230	0	0
chr1	0	44825827	0	0
chr1	1	221903607	0	0
chr1	0	145158656	0	0
chr1	1	159204893	0	0
chr1	0	84516745	1	0
chr1	1	16975177	0	1
chr1	0	10692529	0	0
chr1	0	78030600	0	0
chr1	1	175032043	0	0
chr1	0	176418889	0	0
chr1	0	135744032	0	0
chr1	1	232019405	0	0
chr1	1	167436181	0	0
chr1	0	30201506	0	0
chr1	0	247831390	0	0
chr1	1	16981663	0	1
chr1	0	189563546	0	0
chr1	0	206332120	0	0
chr1	1	175142438	0	0
chr1	1	16184399	0	1
chr1	0	41773670	1	1
chr1	0	64280689	0	1
chr1	1	248897507	0	0
chr1	1	161215268	0	0
chr1	0	84328146	0	1
chr1	0	6132912	0	0
chr1	1	172626484	0	1
chr1	1	211910170	0	0
chr1	0	178954289	0	0
chr1	0	42742275	0	0
chr1	0	147428384	0	0
chr1	0	65232039	0	0
chr1	0	3559728	1	0
chr1	1	75670261	0	0
chr1	0	106444996	0	0
chr1	1	97696155	0	0
chr1	0	120841015	0	1
chr1	0	169290159	0	1
chr1	0	116986721	0	0
chr1	1	36720265	0	1
chr1	0	117850518	0	1
chr1	0	20958469	0	1
chr1	1	159205564	0	0
chr1	0	170877925	0	1
chr1	0	205897164	0	0
chr1	0	28124144	0	0
chr1	1	227427047	1	0
chr1	1	219577375	0	0
chr1	0	103257874	1	0
chr1	1	62370265	0	1
chr1	1	156060246	0	0
chr1	1	241731545	1	0
chr1	0	27901140	1	0
chr1	0	168782263	1	0
chr1	1	86241900	0	0
chr1	0	34877503	0	1
chr1	1	167451188	0	1
chr1	1	17072354	0	0
chr1	0	129211991	0	1
chr1	1	235926855	0	0
chr1	1	198665868	1	0
chr1	1	110518389	0	1
chr1	0	205433813	0	1
chr1	1	178546177	0	0
chr1	1	61910798	0	0
chr1	1	111920328	0	1
chr1	0	156733225	0	1
chr1	0	124579043	0	0
chr1	1	145707383	0	0
chr1	0	137405769	0	0
chr1	1	23374318	1	0
chr1	0	14082421	0	0
chr1	1	86248570	0	0
chr1	1	107976200	0	0
chr1	1	26327482	0	0
chr1	1	3080038	0	0
chr1	0	194097699	0	1
chr1	0	23904021	0	0
chr1	0	131260126	0	0
chr1	0	27348552	0	1
chr1	1	23757159	0	0
chr1	1	161978337	1	1
chr1	0	174805782	0	0
chr1	1	163195239	0	0
chr1	1	77984833	1	0
chr1	1	194622623	0	0
chr1	1	59094665	1	1
chr1	1	171547724	0	0
chr1	0	181975856	1	0
chr1	1	117001709	0	0
chr1	0	824451	1	0
chr1	1	214007378	0	1
chr1	1	9292175	0	1
chr1	1	227739541	0	0
chr1	0	172353711	0	0
chr1	1	41905743	0	1
chr1	1	152631366	0	0
chr1	1	15508724	1	0
chr1	0	211685702	0	0
chr1	1	203522022	0	0
chr1	1	65652381	0	0
chr1	1	20711146	0	1
chr1	0	76824927	1	0
chr1	0	218490906	0	0
chr1	1	118961220	0	0
chr1	1	119137161	0	0
chr1	1	100941963	0	1
chr1	0	205558331	1	0
chr1	1	182325137	0	0
chr1	0	140016344	0	0
chr1	0	139717213	0	0
chr1	1	23514124	1	0
chr1	1	147809235	0	0
chr1	1	10736809	0	0
chr1	1	90726025	1	0
chr1	1	219614071	0	0
chr1	1	172384171	0	1
chr1	1	77816056	0	1
chr1	1	16207760	0	1
chr1	1	109274570	0	0
chr1	1	21788798	0	0
chr1	0	129983994	0	0
chr1	1	19547061	0	1
chr1	0	111698969	0	0
chr1	0	147799948	0	0
chr1	1	87747331	0	0
chr1	1	205278032	0	0
chr1	0	162789615	0	0
chr1	1	226324765	1	0
chr1	0	172541902	1	0
chr1	0	83628507	0	1
chr1	1	159162859	0	0
chr1	1	90621550	1	0
chr1	1	214549825	0	0
chr1	1	155208991	0	0
chr1	1	158617176	0	1
chr1	0	74082957	0	0
chr1	1	238903198	0	0
chr1	1	24939985	0	0
chr1	1	248295464	0	0
chr1	1	72371807	1	1
chr1	0	15016935	1	1
chr1	0	151766934	1	0
chr1	0	139328971	0	0
chr1	0	169739810	0	0
chr1	0	15051741	0	1
chr1	0	193912726	0	0
chr1	1	43276042	0	0
chr1	1	16960919	0	1
chr1	1	181616231	1	1
chr1	0	75736313	0	0
chr1	0	175947162	0	0
chr1	1	240794633	0	0
chr1	1	44031577	0	0
chr1	1	40689814	0	0
chr1	0	75324636	0	0
chr1	0	212526665	1	0
chr1	0	155324703	0	0
chr1	0	73644372	1	0
chr1	1	158613814	0	0
chr1	0	183269043	1	0
chr1	1	159204893	0	1
chr1	0	73952275	0	0
chr1	0	196206983	0	0
chr1	0	40117160	1	1
chr1	0	184711005	0	0
chr1	1	247436999	1	0
chr1	1	66518889	0	0
chr1	1	216617182	0	0
chr1	1	210998274	1	1
chr1	1	85474566	1	0
chr1	1	218491466	0	0
chr1	0	154576925	1	0
chr1	1	109274968	0	0
chr1	0	190817867	1	1
chr1	1	72155780	0	1
chr1	1	53658200	1	0
chr1	0	195640229	0	1
chr1	1	113834946	0	0
chr1	0	72997172	1	0
chr1	0	154723643	1	0
chr1	1	27886702	0	0
chr1	0	213208333	0	0
chr1	0	126256850	0	0
chr1	1	113834946	0	1
chr1	0	83886983	0	0
chr1	1	201903136	0	0
chr1	0	219874357	1	0
chr1	0	184233195	0	0
chr1	0	89479363	1	0
chr1	0	162382633	0	0
chr1	0	14545692	0	1
chr1	0	208563121	0	0
chr1	0	135225952	0	0
chr1	1	198694532	0	1
chr1	1	6219310	0	1
chr1	0	24232489	0	0
chr1	1	67131436	0	0
chr1	0	129749583	0	0
chr1	1	26695422	0	0
chr1	0	181261341	0	0
chr1	0	157001196	0	1
chr1	1	210002825	0	0
chr1	1	205135450	1	0
chr1	0	197998834	0	0
chr1	0	14051801	0	0
chr1	0	184298967	1	0
chr1	0	106513857	0	1
chr1	0	135377737	0	0
chr1	1	218350388	0	1
chr1	0	42830969	0	0
chr1	1	56479994	1	0
chr1	1	154176764	0	1
chr1	1	232320741	0	0
chr1	0	155278453	0	0
chr1	0	201799880	0	0
chr1	1	243257086	0	1
chr1	0	131999069	0	0
chr1	1	43242454	0	0
chr1	0	217585908	0	0
chr1	0	244052245	1	0
chr1	0	128479994	1	0
chr1	0	116386009	0	0
chr1	1	221887680	0	0
chr1	0	244117570	0	0
chr1	0	49427996	0	1
chr1	0	96112534	0	0
chr1	0	143490122	0	0
chr1	0	243329769	0	0
chr1	0	31752320	0	0
chr1	1	149934520	0	1
chr1	0	180401255	0	1
chr1	0	58268169	0	0
chr1	1	13617742	0	0
chr1	1	109298296	0	0
chr1	1	214283831	0	0
chr1	1	155011887	1	0
chr1	1	37451868	0	1
chr1	0	70676335	0	0
chr1	0	133225584	1	1
chr1	0	201941312	0	0
chr1	0	49985112	0	0
chr1	1	89559960	0	0
chr1	1	107003753	0	0
chr1	0	86356744	0	0
chr1	0	105351689	1	1
chr1	1	203681817	0	0
chr1	1	164733998	0	0
chr1	1	65548165	0	0
chr1	1	31699894	0	0
chr1	1	159922298	0	1
chr1	0	228688149	0	0
chr1	1	203549745	0	0
chr1	1	219912111	0	0
chr1	0	203189436	1	0
chr1	0	93869697	0	0
chr1	0	248672845	0	1
chr1	1	155200601	0	0
chr1	0	203395824	1	0
chr1	1	17233161	0	1
chr1	0	99066785	1	0
chr1	0	86962635	1	0
chr1	0	159277791	0	0
chr1	0	232645923	0	0
chr1	0	198659332	0	1
chr1	1	170243339	1	0
chr1	0	164022125	0	0
chr1	0	226055741	0	0
chr1	1	170585190	0	0
chr1	1	243526919	0	0
chr1	1	2455662	0	1
chr1	1	172219920	0	0
chr1	1	159685936	0	0
chr1	0	179480350	0	0
chr1	0	223602864	1	0
chr1	1	62583922	0	1
chr1	1	114174071	0	0
chr1	0	219992880	1	0
chr1	0	9341757	0	0
chr1	1	201903136	0	0
chr1	1	153954576	0	0
chr1	0	232445670	0	0
chr1	1	214569966	0	1
chr1	1	219482027	1	1
chr1	0	159648714	1	0
chr1	1	235942610	0	0
chr1	0	75310603	0	0
chr1	0	138827463	0	0
chr1	0	36547211	0	0
chr1	0	243002066	0	0
chr1	1	88977050	0	0
chr1	0	33705269	0	0
chr1	0	225024418	0	0
chr1	1	87885828	0	1
chr1	1	11100617	0	0
chr1	0	47275562	1	0
chr1	1	208779832	0	1
chr1	0	188916934	0	1
chr1	1	146018957	1	1
chr1	1	92062490	0	0
chr1	1	99247284	0	1
chr1	1	22016344	1	1
chr1	0	183487493	0	0
chr1	1	67689010	0	0
chr1	1	161219103	1	0
chr1	0	179638014	0	0
chr1	1	159922298	1	0
chr1	1	218432267	0	0
chr1	1	26293498	1	1
chr1	0	96476505	0	0
chr1	0	37518878	0	0
chr1	1	119895261	0	0
chr1	1	33463157	0	0
chr1	0	162311641	0	0
chr1	1	240186877	0	0
chr1	0	173195416	0	0
chr1	0	78235628	0	0
chr1	1	43723048	0	1
chr1	1	40094014	0	0
chr1	0	171992970	0	0
chr1	0	167091820	1	0
chr1	0	6690467	0	1
chr1	0	4340579	0	0
chr1	1	219479453	0	0
chr1	0	167082599	0	0
chr1	1	209038623	0	0
chr1	0	120839774	1	0
chr1	0	163986220	0	0
chr1	1	117625612	0	0
chr1	1	241870961	1	0
chr1	1	158617176	0	1
chr1	0	122138094	0	0
chr1	1	8441726	0	0
chr1	0	18160586	1	0
chr1	0	60895467	1	0
chr1	1	25171684	0	0
chr1	1	62555145	0	0
chr1	0	113084434	1	0
chr1	1	154445939	0	1
chr1	0	12452795	0	0
chr1	1	73290100	0	1
chr1	0	18252174	0	0
chr1	0	87116694	0	0
chr1	0	157609964	0	0
chr1	0	45653880	0	0
chr1	0	35549424	0	1
chr1	1	221117413	1	0
chr1	1	196805588	1	0
chr1	0	144754971	0	1
chr1	1	177353988	0	1
chr1	1	118973782	0	0
chr1	1	113761186	1	1
chr1	0	130403420	0	0
chr1	1	213793544	0	0
chr1	0	36486600	0	0
chr1	1	112501706	0	0
chr1	0	54312532	0	0
chr1	1	78789077	1	1
chr1	1	206451019	0	0
chr1	0	164867743	0	0
chr1	1	10325413	0	1
chr1	1	160822102	0	0
chr1	0	37664512	0	0
chr1	1	169129799	0	0
chr1	0	15844294	0	0
chr1	1	196735867	0	0
chr1	1	174174924	0	0
chr1	1	24972350	0	0
chr1	1	41078607	0	0
chr1	1	109274570	0	1
chr1	1	115755137	0	0
chr1	0	195060104	1	0
chr1	0	345135	1	0
chr1	1	196706731	0	0
chr1	0	70123017	0	0
chr1	0	179697070	1	0
chr1	0	23866605	0	1
chr1	1	201887128	1	1
chr1	0	236155952	0	0
chr1	1	111920328	0	1
chr1	1	91520925	1	0
chr1	1	149934520	0	1
chr1	0	25613257	0	0
chr1	0	3423174	0	1
chr1	0	18847398	0	0
chr1	0	92307908	1	0
chr1	1	68196599	0	0
chr1	0	213044342	1	1
chr1	1	181667462	1	1
chr1	0	132920465	0	0
chr1	1	240404017	0	0
chr1	1	17351157	0	0
chr1	0	71449967	1	0
chr1	1	172388301	0	0
chr1	0	241475541	0	1
chr1	1	17005181	0	0
chr1	0	180960734	0	1
chr1	0	238211440	0	0
chr1	0	31481633	0	1
chr1	1	87273536	0	0
chr1	1	71819504	1	1
chr1	0	44791221	1	1
chr1	1	18481798	0	0
chr1	1	238994295	0	0
chr1	0	168178175	1	0
chr1	0	5603938	0	0
chr1	1	200132792	0	0
chr1	0	22937972	1	0
chr1	0	60151697	0	0
chr1	1	193952418	1	0
chr1	1	20431432	0	1
chr1	1	183145730	0	0
chr1	0	228378444	1	0
chr1	0	206265722	0	1
chr1	1	63370390	0	0
chr1	1	177340354	0	0
chr1	0	69681799	0	0
chr1	1	154280384	0	0
chr1	1	218500660	0	0
chr1	1	72299433	0	1
chr1	1	11879536	0	0
chr1	1	20589745	0	1
chr1	0	162287232	0	0
chr1	1	111920328	1	1
chr1	1	150355421	0	1
chr1	0	230063507	1	1
chr1	0	33142410	0	0
chr1	1	38168207	0	0
chr1	1	154584187	0	1
chr1	1	224414472	1	0
chr1	0	204888067	1	0
chr1	0	61129533	0	0
chr1	0	6653479	0	0
chr1	0	20301665	0	0
chr1	0	93575040	0	0
chr1	0	209229842	0	0
chr1	1	46031828	0	0
chr1	1	159752266	0	0
chr1	1	198594979	0	0
chr1	0	119935624	0	0
chr1	1	80332225	1	0
chr1	0	233204329	1	0
chr1	1	212116634	0	0
chr1	1	96616976	1	0
chr1	0	31287367	0	0
chr1	0	69922962	1	0
chr1	0	117207590	1	0
chr1	0	12265333	0	0
chr1	1	43721141	0	0
chr1	1	231611204	0	1
chr1	0	45029277	1	0
chr1	1	213977102	0	1
chr1	0	143343837	0	0
chr1	1	171980610	0	0
chr1	1	62612551	1	0
chr1	0	122900746	0	0
chr1	0	34321759	0	0
chr1	1	155208991	0	1
chr1	1	247878519	0	0
chr1	0	90461792	0	0
chr1	1	169544768	0	0
chr1	0	199333636	0	0
chr1	1	221794475	1	0
chr1	1	39570014	0	0
chr1	1	10248900	0	0
chr1	0	183073254	0	0
chr1	0	54025643	0	0
chr1	1	213956332	0	0
chr1	1	109279544	0	0
chr1	0	236726538	0	0
chr1	0	215317227	0	0
chr1	1	55253338	0	0
chr1	0	31744373	0	0
chr1	0	32255526	0	0
chr1	1	114587887	0	0
chr1	0	173375901	0	0
chr1	0	209675898	1	0
chr1	0	37092063	0	0
chr1	1	170082700	0	0
chr1	1	68229194	1	0
chr1	1	153160647	0	0
chr1	0	88403202	1	0
chr1	0	161910900	0	0
chr1	1	218449607	0	0
chr1	0	144365001	0	0
chr1	0	169076092	1	1
chr1	0	93902654	0	1
chr1	0	139380856	0	0
chr1	0	41345533	0	1
chr1	0	198943741	0	0
chr1	0	156597867	0	0
chr1	1	236236142	1	0
chr1	1	150964427	0	0
chr1	0	246506722	1	0
chr1	1	200991179	1	0
chr1	1	155007865	0	0
chr1	1	114172962	0	0
chr1	1	53223405	0	0
chr1	0	178047889	0	0
chr1	1	76662933	0	0
chr1	1	11829758	0	0
chr1	1	29090128	0	0
chr1	0	202787029	0	0
chr1	1	111920328	0	0
chr1	0	139518631	0	1
chr1	0	47819296	0	0
chr1	0	78707390	0	1
chr1	0	32631831	0	0
chr1	0	147605253	1	0
chr1	1	155018913	0	0
chr1	1	36243949	0	0
chr1	0	79347699	0	0
chr1	0	178550698	0	0
chr1	1	162183762	0	0
chr1	1	231422308	0	1
chr1	0	35007971	0	0
chr1	1	117708553	0	0
chr1	0	42329302	0	0
chr1	0	209459667	0	1
chr1	1	109279544	0	1
chr1	1	230159169	0	1
chr1	1	159226975	0	0
chr1	1	182167266	0	1
chr1	0	34862760	0	1
chr1	0	161974125	0	0
chr1	1	169071764	0	0
chr1	1	50998893	0	1
chr1	0	148102461	1	0
chr1	1	78946283	0	1
chr1	0	145508958	0	0
chr1	1	77499170	0	1
chr1	0	136810344	0	1
chr1	1	98452845	0	0
chr1	0	218383458	0	1
chr1	0	177987835	1	0
chr1	1	117427159	1	0
chr1	0	175453780	0	1
chr1	1	109279544	0	1
chr1	1	219485416	0	1
chr1	1	26695422	0	0
chr1	1	45763401	1	0
chr1	1	161509955	1	1
chr1	1	82497157	1	0
chr1	1	219448730	0	1
chr1	0	65413062	0	0
chr1	1	196731921	0	0
chr1	0	131628122	0	0
chr1	1	212978238	0	0
chr1	0	223395170	0	0
chr1	0	135345530	0	0
chr1	1	119722821	0	0
chr1	0	114983149	0	0
chr1	0	164890522	0	0
chr1	1	25274256	1	1
chr1	0	163736410	0	0
chr1	1	119958017	0	0
chr1	1	50973784	0	0
chr1	1	151056453	0	1
chr1	1	17093903	0	1
chr1	0	187165138	0	0
chr1	1	161215268	0	1
chr1	0	158077092	0	0
chr1	1	1933859	1	0
chr1	0	246672806	0	0
chr1	0	28441518	0	0
chr1	1	66562798	0	1
chr1	0	161787578	0	0
chr1	0	60044572	0	0
chr1	1	247859531	1	0
chr1	0	88414065	0	1
chr1	0	63793960	1	0
chr1	0	181077904	0	0
chr1	1	220796686	0	0
chr1	0	238403823	0	0
chr1	1	107050579	0	0
chr1	1	50504803	1	1
chr1	0	70582667	0	0
chr1	1	21687978	0	0
chr1	0	91589929	0	0
chr1	0	117195899	0	0
chr1	1	112139370	0	1
chr1	1	8427263	1	1
chr1	0	148258233	0	1
chr1	1	8422018	0	0
chr1	1	62662410	0	0
chr1	1	158643524	0	0
chr1	0	182004081	0	1
chr1	1	86585518	0	0
chr1	0	27491661	0	1
chr1	1	85315181	0	0
chr1	0	196639973	1	0
chr1	1	169302664	0	0
chr1	1	179602727	0	0
chr1	1	172389027	0	0
chr1	0	172198275	1	0
chr1	0	47285232	0	0
chr1	0	17863065	0	0
chr1	0	92266187	0	0
chr1	1	150623061	0	0
chr1	0	33252158	0	0
chr1	1	247857254	1	0
chr1	1	119721034	0	0
chr1	1	219580167	1	0
chr1	0	210442979	0	0
chr1	0	241433144	1	0
chr1	1	53418785	0	0
chr1	0	192247511	1	0
chr1	0	150435564	0	0
chr1	0	11933129	1	0
chr1	1	201468704	1	0
chr1	0	240035133	0	0
chr1	0	49308519	0	0
chr1	1	158610279	0	0
chr1	1	169302664	0	1
chr1	1	11827246	1	0
chr1	0	207967550	0	1
chr1	1	109928142	0	0
chr1	0	43954404	0	0
chr1	1	25243590	1	0
chr1	0	57332459	0	0
chr1	1	103120496	0	0
chr1	0	225898627	0	0
chr1	1	65671556	0	1
chr1	0	202830668	0	0
chr1	1	115666669	0	0
chr1	1	156899255	0	0
chr1	1	95782279	0	0
chr1	0	99976855	0	0
chr1	0	15692526	0	0
chr1	1	48586751	1	0
chr1	0	71393054	0	0
chr1	1	171509567	0	0
chr1	1	41532093	1	0
chr1	0	184920233	1	0
chr1	1	38826036	0	0
chr1	0	181589863	0	0
chr1	0	216134297	0	0
chr1	1	64215092	0	0
chr1	1	168505772	0	1
chr1	0	15356277	0	0
chr1	1	39475836	0	0
chr1	0	189562536	1	0
chr1	1	39623753	0	0
chr1	0	100320538	0	0
chr1	1	169759376	0	0
chr1	1	101279090	1	0
chr1	0	128979418	0	0
chr1	1	227901132	0	0
chr1	0	65851377	1	0
chr1	0	80022414	0	1
chr1	0	235253183	0	0
chr1	0	99128102	0	0
chr1	1	240462131	0	0
chr1	1	118988874	0	0
chr1	0	231278769	1	1
chr1	0	166480409	0	0
chr1	0	195080669	0	1
chr1	0	86860470	0	0
chr1	1	160597708	0	1
chr1	0	209824163	0	0
chr1	1	1152303	1	0
chr1	1	94604485	0	1
chr1	0	212145149	0	0
chr1	0	233866180	1	0
chr1	1	182181843	0	1
chr1	1	205240617	0	0
chr1	0	16507745	0	0
chr1	0	813095	0	0
chr1	0	89071712	0	0
chr1	0	106404228	0	1
chr1	0	98509207	0	0
chr1	1	218402545	0	1
chr1	0	154014857	1	0
chr1	0	147799486	0	0
chr1	0	30133516	0	0
chr1	0	200613517	0	1
chr1	1	116140919	0	1
chr1	1	119920607	0	1
chr1	0	52752860	0	0
chr1	1	107020621	0	0
chr1	1	22141722	0	0
chr1	0	138089774	0	0
chr1	0	164863818	0	0
chr1	0	230510667	0	0
chr1	0	64150800	0	0
chr1	0	72105321	0	0
chr1	1	1602507	0	0
chr1	1	205770254	0	0
chr1	0	157180826	0	0
chr1	0	76974401	0	0
chr1	1	11328735	0	1
chr1	1	11796321	0	1
chr1	0	229499962	0	0
chr1	1	184040693	0	0
chr1	0	864245	0	0
chr1	1	181077775	0	0
chr1	1	196673103	0	0
chr1	0	158076132	0	1
chr1	1	23383982	0	1
chr1	1	209337805	0	1
chr1	0	76265702	0	0
chr1	0	133252716	0	0
chr1	1	57500856	0	1
chr1	1	160428450	0	0
chr1	1	204178058	0	0
chr1	1	57521166	0	0
chr1	1	61277488	0	0
chr1	0	192619938	0	0
chr1	1	70618912	0	0
chr1	0	24198621	0	0
chr1	1	111731540	1	1
chr1	1	98087276	0	0
chr1	0	7127578	1	1
chr1	1	150195892	0	0
chr1	0	189880568	0	0
chr1	0	233706900	0	0
chr1	1	25420739	1	0
chr1	0	155829835	0	0
chr1	0	213560974	1	0
chr1	0	236729677	0	0
chr1	1	16977094	0	0
chr1	0	199977788	0	0
chr1	1	84241588	0	0
chr1	0	235355699	0	1
chr1	0	165936109	0	0
chr1	1	46405089	0	0
chr1	0	19189184	1	0
chr1	0	193715579	0	0
chr1	0	213157386	1	0
chr1	0	120836657	1	1
chr1	1	6219310	0	0
chr1	0	85659700	0	0
chr1	1	93184175	0	0
chr1	1	54185500	1	0
chr1	1	62023344	0	0
chr1	1	227199270	0	0
chr1	0	11938608	0	0
chr1	1	158642758	0	1
chr1	0	218454175	0	0
chr1	1	227924420	0	0
chr1	0	100347814	0	1
chr1	1	112504257	0	0
chr1	1	198486261	0	1
chr1	1	20509143	1	0
chr1	1	169101212	0	1
chr1	0	82722617	0	0
chr1	1	187666160	1	0
chr1	0	49044914	0	0
chr1	1	196735879	0	0
chr1	0	160205600	1	0
chr1	1	246242266	0	1
chr1	1	119334596	0	0
chr1	1	83560970	0	0
chr1	1	3410468	0	0
chr1	0	242773964	0	0
chr1	0	134652274	0	0
chr1	1	109279544	0	0
chr1	1	72812932	0	1
chr1	1	7890788	0	0
chr1	0	72038517	0	0
chr1	1	149934520	0	1
chr1	0	27006558	0	0
chr1	0	60495271	0	0
chr1	0	25237667	0	0
chr1	0	211513007	0	1
chr1	0	175272205	0	0
chr1	0	27067056	0	0
chr1	0	87112532	0	0
chr1	1	73249550	0	0
chr1	1	31642946	0	1
chr1	0	216192408	0	0
chr1	1	2572795	0	1
chr1	1	165745179	0	0
chr1	1	234905572	0	0
chr1	1	169637352	0	0
chr1	1	221143916	0	0
chr1	0	84074712	1	0
chr1	1	188414185	0	0
chr1	1	65687680	0	0
chr1	1	107288236	0	0
chr1	1	230151381	0	0
chr1	0	192379087	0	1
chr1	0	94125839	1	0
chr1	1	231421877	0	0
chr1	1	76128101	0	0
chr1	1	66924785	1	0
chr1	1	23870193	0	1
chr1	1	155181061	0	0
chr1	1	65333757	0	1
chr1	1	198710886	0	0
chr1	1	118399514	0	0
chr1	0	121739701	0	0
chr1	1	157812729	0	0
chr1	1	196685194	0	1
chr1	1	43350861	0	0
chr1	1	15573258	0	0
chr1	0	219687846	1	0
chr1	1	45513003	0	0
chr1	0	132952220	0	0
chr1	0	158544870	0	1
chr1	1	154591260	0	0
chr1	0	101958520	0	0
chr1	1	156276128	0	0
chr1	1	109612066	0	1
chr1	1	207996637	0	1
chr1	0	230175272	0	0
chr1	0	43906452	0	0
chr1	1	223863737	0	0
chr1	0	111383266	0	0
chr1	1	8435885	0	0
chr1	0	226553739	0	0
chr1	1	235304292	0	0
chr1	1	98883280	0	1
chr1	0	166918929	0	0
chr1	1	55052420	0	1
chr1	0	114392519	0	0
chr1	1	119816663	0	1
chr1	0	50760861	1	0
chr1	1	25442446	0	1
